,R_fighter,B_fighter,Referee,date,location,Winner,weight_class,R_age,B_age,R_Stance,B_Stance,R_Height_cms,B_Height_cms,R_Reach_cms,B_Reach_cms,B_Weight_lbs,R_Weight_lbs,R_current_win_streak,B_current_win_streak,R_wins,R_losses,B_wins,B_losses
2795,Rony Jason,Damon Jackson,Kevin MacDonald,2015-05-30,"Goiania, Goias, Brazil",Draw,Featherweight,31.0,26.0,Orthodox,Switch,170.18,180.34,185.42,180.34,145.0,145.0,3,0,4,2,0,1
2796,Carlos Condit,Thiago Alves,Mario Yamasaki,2015-05-30,"Goiania, Goias, Brazil",Red,Welterweight,31.0,31.0,Orthodox,Orthodox,187.96,175.26,190.5,177.8,170.0,170.0,0,0,6,4,13,6
2797,Francisco Trinaldo,Norman Parke,Camila Albuquerque,2015-05-30,"Goiania, Goias, Brazil",Red,Lightweight,36.0,28.0,Southpaw,Southpaw,175.26,180.34,177.8,177.8,155.0,155.0,1,3,6,3,4,2
2798,Nik Lentz,Charles Oliveira,Kevin MacDonald,2015-05-30,"Goiania, Goias, Brazil",Blue,Featherweight,30.0,25.0,Orthodox,Orthodox,172.72,177.8,172.72,187.96,155.0,145.0,1,2,9,5,7,5
2799,Juliana Lima,Ericka Almeida,Camila Albuquerque,2015-05-30,"Goiania, Goias, Brazil",Red,WomenStrawweight,33.0,26.0,Orthodox,Orthodox,165.1,167.64,165.1,,115.0,115.0,0,0,1,1,0,0
2800,Luiz Dutra,Tom Breese,Fernando Yamasaki,2015-05-30,"Goiania, Goias, Brazil",Blue,Welterweight,33.0,23.0,Orthodox,Southpaw,180.34,190.5,,185.42,185.0,170.0,0,0,0,1,0,0
2801,Elizeu Zaleski dos Santos,Nicolas Dalby,Fernando Yamasaki,2015-05-30,"Goiania, Goias, Brazil",Blue,Welterweight,28.0,30.0,Orthodox,Orthodox,180.34,180.34,185.42,187.96,170.0,170.0,0,0,0,0,0,0
2802,Lucas Martins,Mirsad Bektic,Mario Yamasaki,2015-05-30,"Goiania, Goias, Brazil",Blue,Featherweight,26.0,24.0,Southpaw,Orthodox,182.88,172.72,182.88,177.8,145.0,145.0,0,2,3,2,2,0
2803,Chris Weidman,Vitor Belfort,Herb Dean,2015-05-23,"Las Vegas, Nevada, USA",Red,Middleweight,30.0,38.0,Orthodox,Southpaw,187.96,182.88,198.12,187.96,185.0,185.0,8,3,8,0,13,6
2804,Uriah Hall,Rafael Natal,Mark Smith,2015-05-23,"Las Vegas, Nevada, USA",Blue,Middleweight,30.0,32.0,Orthodox,Orthodox,182.88,182.88,200.66,195.58,185.0,185.0,0,0,3,2,7,5
2805,John Dodson,Zach Makovsky,Herb Dean,2015-05-23,"Las Vegas, Nevada, USA",Red,Flyweight,30.0,32.0,Orthodox,Southpaw,160.02,162.56,167.64,162.56,125.0,135.0,3,2,5,1,3,1
2806,Anthony Johnson,Daniel Cormier,John McCarthy,2015-05-23,"Las Vegas, Nevada, USA",Blue,LightHeavyweight,31.0,36.0,Orthodox,Orthodox,187.96,180.34,198.12,182.88,235.0,205.0,1,4,10,4,4,1
2807,Travis Browne,Andrei Arlovski,Mark Smith,2015-05-23,"Las Vegas, Nevada, USA",Blue,Heavyweight,32.0,36.0,Orthodox,Orthodox,198.12,190.5,200.66,195.58,240.0,255.0,1,1,8,3,12,4
2808,Dong Hyun Kim,Joshua Burkman,Jason Herzog,2015-05-23,"Las Vegas, Nevada, USA",Red,Welterweight,33.0,35.0,Southpaw,Orthodox,187.96,177.8,193.04,182.88,170.0,170.0,2,2,10,4,5,6
2809,Joseph Benavidez,John Moraga,John McCarthy,2015-05-23,"Las Vegas, Nevada, USA",Red,Flyweight,30.0,31.0,Southpaw,Orthodox,162.56,167.64,165.1,167.64,125.0,125.0,3,2,8,2,5,2
2810,Donald Cerrone,John Makdessi,Jason Herzog,2015-05-23,"Las Vegas, Nevada, USA",Red,Lightweight,32.0,30.0,Orthodox,Orthodox,185.42,172.72,185.42,172.72,155.0,155.0,4,2,14,3,6,3
2811,Islam Makhachev,Leo Kuntz,,2015-05-23,"Las Vegas, Nevada, USA",Red,Lightweight,23.0,31.0,Southpaw,Orthodox,177.8,177.8,177.8,,155.0,155.0,0,0,0,0,0,0
2812,Mike Pyle,Colby Covington,Herb Dean,2015-05-23,"Las Vegas, Nevada, USA",Blue,Welterweight,39.0,27.0,Orthodox,Orthodox,182.88,180.34,187.96,182.88,170.0,170.0,0,2,9,5,2,0
2813,Justin Scoggins,Josh Sampo,Mark Smith,2015-05-23,"Las Vegas, Nevada, USA",Red,Flyweight,23.0,30.0,Southpaw,Orthodox,170.18,162.56,167.64,162.56,125.0,125.0,2,1,2,2,1,2
2814,Hyun Gyu Lim,Neil Magny,Steve Perceval,2015-05-16,"Manila, Philippines",Blue,Welterweight,30.0,27.0,Orthodox,Orthodox,190.5,190.5,195.58,203.2,170.0,170.0,2,1,3,1,7,2
2815,Gegard Mousasi,Constantinos Philippou,Greg Kleynjans,2015-05-16,"Manila, Philippines",Red,Middleweight,29.0,35.0,Orthodox,Orthodox,187.96,180.34,193.04,185.42,185.0,185.0,1,0,3,2,6,3
2816,Mark Eddiva,Levan Makashvili,Terry Hill,2015-05-16,"Manila, Philippines",Blue,Featherweight,29.0,26.0,Orthodox,Orthodox,172.72,172.72,172.72,172.72,145.0,145.0,1,0,1,1,0,0
2817,Tae Hyun Bang,Jon Tuck,,2015-05-16,"Manila, Philippines",Blue,Lightweight,32.0,30.0,Switch,Orthodox,175.26,180.34,180.34,185.42,155.0,155.0,0,1,1,1,2,2
2818,Zhang Lipeng,Kajan Johnson,Greg Kleynjans,2015-05-16,"Manila, Philippines",Blue,Lightweight,25.0,31.0,Southpaw,Orthodox,180.34,180.34,180.34,190.5,155.0,155.0,2,0,2,1,0,1
2819,Mark Munoz,Luke Barnatt,Terry Hill,2015-05-16,"Manila, Philippines",Red,Middleweight,37.0,27.0,Orthodox,Orthodox,182.88,198.12,180.34,195.58,185.0,185.0,0,3,8,6,3,2
2820,Phillipe Nover,Yui Chul Nam,Greg Kleynjans,2015-05-16,"Manila, Philippines",Red,Featherweight,31.0,33.0,Orthodox,Orthodox,175.26,175.26,182.88,,145.0,145.0,0,1,0,3,1,0
2821,Frankie Edgar,Urijah Faber,Steve Perceval,2015-05-16,"Manila, Philippines",Red,Featherweight,33.0,36.0,Orthodox,Orthodox,167.64,167.64,172.72,170.18,135.0,135.0,3,1,12,5,8,3
2822,Roldan Sangcha'an,Jon Delos Reyes,Greg Kleynjans,2015-05-16,"Manila, Philippines",Blue,Flyweight,24.0,27.0,Orthodox,Orthodox,162.56,167.64,,170.18,125.0,125.0,0,0,0,1,0,2
2823,Li Jingliang,Dhiego Lima,Terry Hill,2015-05-16,"Manila, Philippines",Red,Welterweight,27.0,26.0,Orthodox,Orthodox,182.88,187.96,180.34,190.5,170.0,170.0,1,0,1,1,1,2
2824,Nolan Ticman,Yao Zhikui,Terry Hill,2015-05-16,"Manila, Philippines",Blue,Flyweight,26.0,24.0,Orthodox,Orthodox,167.64,165.1,,162.56,125.0,125.0,0,0,0,1,0,1
2825,Guangyou Ning,Royston Wee,Steve Perceval,2015-05-16,"Manila, Philippines",Red,Bantamweight,33.0,28.0,Southpaw,Orthodox,162.56,170.18,162.56,170.18,135.0,145.0,1,2,1,0,2,0
2826,Daniel Kelly,Sam Alvey,Steve Perceval,2015-05-09,"Adelaide, South Australia, Australia",Blue,Middleweight,37.0,29.0,Southpaw,Southpaw,182.88,187.96,177.8,190.5,205.0,185.0,2,0,2,0,2,1
2827,Stipe Miocic,Mark Hunt,John Sharp,2015-05-09,"Adelaide, South Australia, Australia",Red,Heavyweight,32.0,41.0,Orthodox,Orthodox,193.04,177.8,203.2,182.88,265.0,240.0,3,0,6,2,5,4
2828,Jake Matthews,James Vick,Steve Perceval,2015-05-09,"Adelaide, South Australia, Australia",Blue,Lightweight,20.0,28.0,Orthodox,Orthodox,180.34,190.5,185.42,193.04,155.0,170.0,2,3,2,0,3,0
2829,Anthony Perosh,Sean O'Connell,Greg Kleynjans,2015-05-09,"Adelaide, South Australia, Australia",Blue,LightHeavyweight,42.0,31.0,Orthodox,Orthodox,190.5,185.42,190.5,187.96,205.0,205.0,0,0,5,5,1,2
2830,Brad Tavares,Robert Whittaker,Steve Perceval,2015-05-09,"Adelaide, South Australia, Australia",Blue,Middleweight,27.0,24.0,Orthodox,Orthodox,185.42,182.88,187.96,185.42,185.0,185.0,2,2,8,3,4,2
2831,Hatsu Hioki,Dan Hooker,John Sharp,2015-05-09,"Adelaide, South Australia, Australia",Blue,Featherweight,31.0,25.0,Orthodox,Switch,180.34,182.88,185.42,190.5,155.0,145.0,2,1,3,4,1,1
2832,Bec Rawlings,Lisa Ellis,John Sharp,2015-05-09,"Adelaide, South Australia, Australia",Red,WomenStrawweight,26.0,32.0,Orthodox,,167.64,162.56,162.56,,115.0,125.0,0,0,0,1,0,1
2833,Kyle Noke,Jonavin Webb,Greg Kleynjans,2015-05-09,"Adelaide, South Australia, Australia",Red,Welterweight,35.0,26.0,Southpaw,Orthodox,185.42,177.8,193.04,,170.0,170.0,3,0,4,3,0,0
2834,Dylan Andrews,Brad Scott,Greg Kleynjans,2015-05-09,"Adelaide, South Australia, Australia",Blue,Middleweight,35.0,25.0,Switch,Orthodox,185.42,185.42,187.96,193.04,170.0,185.0,2,0,2,2,1,2
2835,Alex Chambers,Kailin Curran,Steve Perceval,2015-05-09,"Adelaide, South Australia, Australia",Red,WomenStrawweight,36.0,24.0,Southpaw,Orthodox,160.02,162.56,160.02,165.1,115.0,115.0,0,0,0,1,0,1
2836,Alptekin Ozkilic,Ben Nguyen,Greg Kleynjans,2015-05-09,"Adelaide, South Australia, Australia",Blue,Flyweight,29.0,26.0,Orthodox,Switch,165.1,165.1,165.1,165.1,125.0,125.0,1,0,1,2,0,0
2837,Vik Grujic,Brendan O'Reilly,John Sharp,2015-05-09,"Adelaide, South Australia, Australia",Blue,Welterweight,38.0,27.0,Orthodox,Orthodox,180.34,170.18,185.42,175.26,170.0,170.0,0,0,1,2,0,1
2838,Demetrious Johnson,Kyoji Horiguchi,Yves Lavigne,2015-04-25,"Montreal, Quebec, Canada",Red,Flyweight,28.0,24.0,Orthodox,Orthodox,160.02,165.1,167.64,167.64,125.0,125.0,2,4,9,2,4,0
2839,Patrick Cote,Joe Riggs,Marc Goddard,2015-04-25,"Montreal, Quebec, Canada",Red,Welterweight,35.0,32.0,Orthodox,Southpaw,180.34,182.88,190.5,177.8,185.0,170.0,0,1,7,9,4,5
2840,John Makdessi,Shane Campbell,Philippe Chartier,2015-04-25,"Montreal, Quebec, Canada",Red,CatchWeight,29.0,28.0,Orthodox,Orthodox,172.72,182.88,172.72,180.34,155.0,155.0,2,0,5,3,0,0
2841,Michael Bisping,CB Dollaway,Jerin Valel,2015-04-25,"Montreal, Quebec, Canada",Red,Middleweight,36.0,31.0,Orthodox,Orthodox,185.42,187.96,190.5,193.04,185.0,185.0,4,0,15,7,9,6
2842,Yves Jabouin,Thomas Almeida,Yves Lavigne,2015-04-25,"Montreal, Quebec, Canada",Blue,Bantamweight,35.0,23.0,Orthodox,Southpaw,170.18,170.18,172.72,177.8,145.0,135.0,0,1,5,3,1,0
2843,Quinton Jackson,Fabio Maldonado,Marc Goddard,2015-04-25,"Montreal, Quebec, Canada",Red,CatchWeight,36.0,35.0,Orthodox,Orthodox,185.42,185.42,185.42,190.5,205.0,205.0,3,1,7,5,5,4
2844,Chad Laprise,Bryan Barberena,Philippe Chartier,2015-04-25,"Montreal, Quebec, Canada",Red,Lightweight,28.0,25.0,Orthodox,Southpaw,177.8,182.88,180.34,182.88,170.0,170.0,2,1,2,0,1,0
2845,Alexis Davis,Sarah Kaufman,Jerin Valel,2015-04-25,"Montreal, Quebec, Canada",Red,WomenBantamweight,30.0,29.0,Orthodox,Orthodox,167.64,165.1,172.72,167.64,135.0,135.0,3,0,3,1,1,1
2846,Olivier Aubin-Mercier,David Michaud,Yves Lavigne,2015-04-25,"Montreal, Quebec, Canada",Red,Lightweight,26.0,26.0,Southpaw,Orthodox,175.26,175.26,177.8,,155.0,155.0,0,0,1,1,1,1
2847,Nordine Taleb,Chris Clements,Marc Goddard,2015-04-25,"Montreal, Quebec, Canada",Red,Welterweight,33.0,39.0,Orthodox,Orthodox,185.42,177.8,187.96,177.8,170.0,170.0,2,1,2,0,2,2
2848,Jessica Rakoczy,Valerie Letourneau,Jerin Valel,2015-04-25,"Montreal, Quebec, Canada",Blue,WomenStrawweight,38.0,31.0,Orthodox,Orthodox,170.18,170.18,,172.72,115.0,115.0,0,1,0,1,1,0
2849,Randa Markos,Aisling Daly,Philippe Chartier,2015-04-25,"Montreal, Quebec, Canada",Red,WomenStrawweight,29.0,27.0,Orthodox,Orthodox,162.56,157.48000000000002,160.02,162.56,115.0,115.0,0,1,0,1,1,0
2850,Jim Miller,Beneil Dariush,Vitor Ribeiro,2015-04-18,"Newark, New Jersey, USA",Blue,Lightweight,31.0,25.0,Southpaw,Southpaw,172.72,177.8,180.34,182.88,155.0,155.0,2,1,13,5,4,1
2851,Jacare Souza,Chris Camozzi,Dan Miragliotta,2015-04-18,"Newark, New Jersey, USA",Red,Middleweight,35.0,28.0,Orthodox,Orthodox,185.42,187.96,182.88,190.5,185.0,185.0,4,2,4,0,6,6
2852,Ovince Saint Preux,Patrick Cummins,Dan Miragliotta,2015-04-18,"Newark, New Jersey, USA",Red,LightHeavyweight,32.0,34.0,Southpaw,Orthodox,190.5,187.96,203.2,193.04,205.0,205.0,4,0,5,1,3,1
2853,Takeya Mizugaki,Aljamain Sterling,Gasper Oliver,2015-04-18,"Newark, New Jersey, USA",Blue,Bantamweight,31.0,25.0,Orthodox,Orthodox,170.18,170.18,175.26,180.34,135.0,135.0,1,2,7,3,2,0
2854,Lyoto Machida,Luke Rockhold,Keith Peterson,2015-04-18,"Newark, New Jersey, USA",Blue,Middleweight,36.0,30.0,Southpaw,Southpaw,185.42,190.5,187.96,195.58,205.0,185.0,8,0,14,5,3,1
2855,Cub Swanson,Max Holloway,Gasper Oliver,2015-04-18,"Newark, New Jersey, USA",Blue,Featherweight,31.0,23.0,Orthodox,Orthodox,172.72,180.34,177.8,175.26,145.0,145.0,0,0,6,2,8,3
2856,Corey Anderson,Gian Villante,Liam Kerrigan,2015-04-18,"Newark, New Jersey, USA",Blue,LightHeavyweight,25.0,29.0,Orthodox,Orthodox,190.5,190.5,200.66,193.04,230.0,205.0,2,0,2,0,2,2
2857,Felice Herrig,Paige VanZant,Vitor Ribeiro,2015-04-18,"Newark, New Jersey, USA",Blue,WomenStrawweight,30.0,21.0,Orthodox,Orthodox,162.56,162.56,165.1,165.1,115.0,115.0,1,1,1,0,1,0
2858,Eddie Gordon,Chris Dempsey,Liam Kerrigan,2015-04-18,"Newark, New Jersey, USA",Blue,Middleweight,31.0,27.0,Orthodox,Orthodox,182.88,177.8,193.04,182.88,185.0,185.0,1,0,1,1,0,1
2859,George Sullivan,Tim Means,Keith Peterson,2015-04-18,"Newark, New Jersey, USA",Blue,Welterweight,34.0,31.0,Orthodox,Orthodox,182.88,187.96,185.42,190.5,170.0,170.0,2,2,2,0,5,3
2860,Diego Brandao,Jimy Hettes,Dan Miragliotta,2015-04-18,"Newark, New Jersey, USA",Red,Featherweight,27.0,27.0,Orthodox,Southpaw,170.18,175.26,162.56,180.34,145.0,145.0,1,2,4,3,3,2
2861,Joanne Calderwood,Maryna Moroz,Lukasz Bosacki,2015-04-11,"Krakow, Poland",Blue,WomenStrawweight,29.0,23.0,Orthodox,Orthodox,167.64,170.18,165.1,170.18,125.0,125.0,1,0,1,0,0,0
2862,Jimi Manuwa,Jan Blachowicz,Marc Goddard,2015-04-11,"Krakow, Poland",Red,LightHeavyweight,35.0,32.0,Orthodox,Orthodox,185.42,187.96,200.66,198.12,205.0,205.0,3,1,3,1,1,0
2863,Damian Stasiak,Yaotzin Meza,Leon Roberts,2015-04-11,"Krakow, Poland",Blue,Featherweight,25.0,34.0,Orthodox,Orthodox,165.1,175.26,177.8,180.34,145.0,135.0,0,0,0,0,1,3
2864,Pawel Pawlak,Sheldon Westcott,Grant Waterman,2015-04-11,"Krakow, Poland",Red,Welterweight,26.0,30.0,Orthodox,Southpaw,182.88,185.42,185.42,180.34,170.0,170.0,0,0,0,1,0,1
2865,Bartosz Fabinski,Garreth McLellan,Marc Goddard,2015-04-11,"Krakow, Poland",Red,Middleweight,28.0,32.0,Orthodox,Southpaw,182.88,185.42,190.5,182.88,185.0,170.0,0,0,0,0,0,0
2866,Sergio Moraes,Mickael Lebout,Marc Goddard,2015-04-11,"Krakow, Poland",Red,Welterweight,32.0,27.0,Orthodox,Orthodox,182.88,180.34,182.88,185.42,155.0,170.0,0,0,2,1,0,0
2867,Seth Baczynski,Leon Edwards,Grant Waterman,2015-04-11,"Krakow, Poland",Blue,Welterweight,33.0,23.0,Orthodox,Southpaw,190.5,187.96,190.5,187.96,170.0,170.0,0,0,5,5,0,1
2868,Gabriel Gonzaga,Mirko Filipovic,Leon Roberts,2015-04-11,"Krakow, Poland",Blue,Heavyweight,35.0,40.0,Orthodox,Southpaw,187.96,187.96,193.04,185.42,230.0,242.0,4,1,11,8,4,6
2869,Daniel Omielanczuk,Anthony Hamilton,Marc Goddard,2015-04-11,"Krakow, Poland",Blue,Heavyweight,32.0,34.0,Southpaw,Orthodox,182.88,195.58,187.96,193.04,260.0,247.0,1,0,1,1,1,2
2870,Izabela Badurek,Aleksandra Albu,Grant Waterman,2015-04-11,"Krakow, Poland",Blue,WomenStrawweight,23.0,24.0,Orthodox,Orthodox,165.1,157.48000000000002,,160.02,115.0,115.0,0,0,0,0,0,0
2871,Taylor Lapilus,Rocky Lee,Lukasz Bosacki,2015-04-11,"Krakow, Poland",Red,Featherweight,23.0,28.0,Southpaw,Orthodox,167.64,175.26,185.42,,145.0,135.0,0,0,0,0,0,0
2872,Marcin Bandel,Stevie Ray,Leon Roberts,2015-04-11,"Krakow, Poland",Blue,Lightweight,25.0,25.0,Orthodox,Southpaw,177.8,177.8,,177.8,155.0,155.0,0,0,0,1,0,0
2873,Jorge Masvidal,Al Iaquinta,Keith Peterson,2015-04-04,"Fairfax, Virginia, USA",Blue,Lightweight,30.0,27.0,Orthodox,Orthodox,180.34,177.8,187.96,177.8,155.0,170.0,2,0,5,1,6,2
2874,Chad Mendes,Ricardo Lamas,Dan Miragliotta,2015-04-04,"Fairfax, Virginia, USA",Red,Featherweight,29.0,32.0,Orthodox,Orthodox,167.64,172.72,167.64,180.34,145.0,145.0,2,4,7,2,6,1
2875,Gray Maynard,Alexander Yakovlev,Dan Miragliotta,2015-04-04,"Fairfax, Virginia, USA",Blue,Lightweight,35.0,30.0,Orthodox,Southpaw,175.26,190.5,177.8,187.96,155.0,155.0,0,0,9,6,0,2
2876,Michael Chiesa,Mitch Clarke,Dan Miragliotta,2015-04-04,"Fairfax, Virginia, USA",Red,Lightweight,27.0,29.0,Southpaw,Orthodox,185.42,177.8,190.5,185.42,155.0,170.0,2,0,4,2,2,2
2877,Clay Guida,Robert Peralta,Mike King,2015-04-04,"Fairfax, Virginia, USA",Red,Featherweight,33.0,29.0,Orthodox,Orthodox,170.18,172.72,177.8,180.34,145.0,155.0,1,1,11,9,4,3
2878,Julianna Pena,Milana Dudieva,Keith Peterson,2015-04-04,"Fairfax, Virginia, USA",Red,WomenBantamweight,25.0,25.0,Orthodox,Orthodox,167.64,160.02,175.26,,135.0,135.0,1,1,1,0,1,0
2879,Dustin Poirier,Diego Ferreira,Todd McGovern,2015-04-04,"Fairfax, Virginia, USA",Red,Lightweight,26.0,30.0,Southpaw,Orthodox,175.26,175.26,182.88,187.96,155.0,155.0,4,2,8,3,2,1
2880,Shamil Abdurakhimov,Timothy Johnson,Mike King,2015-04-04,"Fairfax, Virginia, USA",Blue,Heavyweight,33.0,30.0,Orthodox,Southpaw,190.5,190.5,193.04,195.58,265.0,235.0,0,0,0,0,0,0
2881,Liz Carmouche,Lauren Murphy,Keith Peterson,2015-04-04,"Fairfax, Virginia, USA",Red,WomenBantamweight,31.0,31.0,Orthodox,Orthodox,167.64,165.1,167.64,170.18,125.0,125.0,0,0,1,3,0,1
2882,Ron Stallings,Justin Jones,Todd McGovern,2015-04-04,"Fairfax, Virginia, USA",Red,Middleweight,32.0,27.0,Southpaw,Orthodox,187.96,180.34,190.5,,185.0,170.0,0,0,0,1,0,1
2883,Leonardo Santos,Anthony Rocco Martin,John McCarthy,2015-03-21,"Rio de Janeiro, Brazil",Red,Lightweight,35.0,25.0,Orthodox,Orthodox,182.88,182.88,190.5,185.42,170.0,155.0,1,0,2,1,1,2
2884,Amanda Nunes,Shayna Baszler,Mario Yamasaki,2015-03-21,"Rio de Janeiro, Brazil",Red,WomenBantamweight,26.0,34.0,Orthodox,Orthodox,172.72,170.18,175.26,,135.0,145.0,2,0,2,1,0,1
2885,Godofredo Pepey,Andre Fili,Eduardo Herdy,2015-03-21,"Rio de Janeiro, Brazil",Red,Featherweight,27.0,24.0,Orthodox,Orthodox,170.18,180.34,185.42,187.96,145.0,145.0,0,1,3,3,2,1
2886,Gilbert Burns,Alex Oliveira,Osiris Maia,2015-03-21,"Rio de Janeiro, Brazil",Red,Lightweight,28.0,27.0,Orthodox,Orthodox,177.8,180.34,180.34,193.04,170.0,170.0,2,0,2,0,0,0
2887,Francisco Trinaldo,Akbarh Arreola,John McCarthy,2015-03-21,"Rio de Janeiro, Brazil",Red,Lightweight,36.0,32.0,Southpaw,Southpaw,175.26,177.8,177.8,180.34,155.0,155.0,1,0,5,3,1,1
2888,Demian Maia,Ryan LaFlare,John McCarthy,2015-03-21,"Rio de Janeiro, Brazil",Red,Welterweight,37.0,31.0,Southpaw,Southpaw,185.42,185.42,182.88,187.96,170.0,170.0,5,4,13,6,4,0
2889,Edimilson Souza,Katsunori Kikuno,Osiris Maia,2015-03-21,"Rio de Janeiro, Brazil",Red,Featherweight,30.0,33.0,Orthodox,Orthodox,182.88,172.72,187.96,167.64,145.0,145.0,2,1,2,0,2,1
2890,Erick Silva,Josh Koscheck,Mario Yamasaki,2015-03-21,"Rio de Janeiro, Brazil",Red,Welterweight,30.0,37.0,Orthodox,Orthodox,182.88,177.8,187.96,185.42,170.0,170.0,1,2,5,4,15,9
2891,Leonardo Mafra,Cain Carrizosa,Mario Yamasaki,2015-03-21,"Rio de Janeiro, Brazil",Red,Lightweight,25.0,28.0,Orthodox,Orthodox,177.8,172.72,177.8,,155.0,155.0,0,0,0,2,0,1
2892,Leandro Silva,Drew Dober,Eduardo Herdy,2015-03-21,"Rio de Janeiro, Brazil",Draw,Lightweight,29.0,26.0,Orthodox,Southpaw,175.26,172.72,182.88,177.8,155.0,155.0,0,0,1,2,1,2
2893,Jorge de Oliveira,Christos Giagos,Eduardo Herdy,2015-03-21,"Rio de Janeiro, Brazil",Blue,Lightweight,35.0,25.0,Orthodox,Orthodox,172.72,177.8,,180.34,155.0,155.0,0,0,0,1,0,1
2894,Bentley Syler,Fredy Serrano,Osiris Maia,2015-03-21,"Rio de Janeiro, Brazil",Blue,Flyweight,32.0,35.0,Orthodox,Orthodox,162.56,160.02,,165.1,125.0,125.0,0,0,0,0,0,0
2895,Elias Theodorou,Roger Narvaez,Kerry Hatley,2015-03-14,"Dallas, Texas, USA",Red,Middleweight,26.0,31.0,Orthodox,Southpaw,185.42,190.5,190.5,,185.0,185.0,2,0,2,0,1,1
2896,Johny Hendricks,Matt Brown,Kerry Hatley,2015-03-14,"Dallas, Texas, USA",Red,Welterweight,31.0,34.0,Southpaw,Orthodox,175.26,182.88,175.26,190.5,170.0,185.0,4,1,11,3,12,6
2897,Carla Esparza,Joanna Jedrzejczyk,Don Turnage,2015-03-14,"Dallas, Texas, USA",Blue,WomenStrawweight,27.0,27.0,Orthodox,Orthodox,154.94,167.64,160.02,165.1,115.0,115.0,1,2,1,0,2,0
2898,Ross Pearson,Sam Stout,Dan Miragliotta,2015-03-14,"Dallas, Texas, USA",Red,Lightweight,30.0,30.0,Orthodox,Orthodox,172.72,175.26,175.26,177.8,155.0,155.0,3,1,8,6,9,9
2899,Chris Cariaso,Henry Cejudo,Herb Dean,2015-03-14,"Dallas, Texas, USA",Blue,Flyweight,33.0,28.0,Southpaw,Orthodox,160.02,162.56,162.56,162.56,135.0,125.0,1,1,7,4,1,0
2900,Roy Nelson,Alistair Overeem,Herb Dean,2015-03-14,"Dallas, Texas, USA",Blue,Heavyweight,38.0,34.0,Orthodox,Orthodox,182.88,193.04,185.42,203.2,265.0,263.0,2,1,7,6,3,3
2901,Anthony Pettis,Rafael Dos Anjos,Dan Miragliotta,2015-03-14,"Dallas, Texas, USA",Blue,Lightweight,28.0,30.0,Orthodox,Southpaw,177.8,172.72,182.88,177.8,155.0,155.0,0,0,5,1,12,5
2902,Daron Cruickshank,Beneil Dariush,Don Turnage,2015-03-14,"Dallas, Texas, USA",Blue,Lightweight,29.0,25.0,Switch,Southpaw,172.72,177.8,182.88,182.88,155.0,155.0,2,1,6,4,3,1
2903,Jake Lindsey,Joe Duffy,Herb Dean,2015-03-14,"Dallas, Texas, USA",Blue,Lightweight,28.0,27.0,Switch,Orthodox,180.34,177.8,,185.42,155.0,155.0,0,0,0,2,0,0
2904,Sergio Pettis,Ryan Benoit,Kerry Hatley,2015-03-14,"Dallas, Texas, USA",Blue,Flyweight,21.0,25.0,Orthodox,Orthodox,167.64,165.1,175.26,172.72,125.0,125.0,1,0,3,1,0,1
2905,Jared Rosholt,Josh Copeland,Dan Miragliotta,2015-03-14,"Dallas, Texas, USA",Red,Heavyweight,28.0,32.0,Orthodox,Orthodox,187.96,185.42,190.5,,265.0,265.0,3,0,3,1,0,1
2906,Larissa Pacheco,Germaine de Randamie,Don Turnage,2015-03-14,"Dallas, Texas, USA",Blue,WomenBantamweight,20.0,30.0,Orthodox,Orthodox,170.18,175.26,,180.34,135.0,135.0,0,1,0,1,1,1
2907,Jake Ellenberger,Josh Koscheck,Jerin Valel,2015-02-28,"Los Angeles, California, USA",Red,Welterweight,29.0,37.0,Orthodox,Orthodox,175.26,177.8,180.34,185.42,170.0,170.0,0,2,8,5,15,8
2908,Dhiego Lima,Tim Means,Herb Dean,2015-02-28,"Los Angeles, California, USA",Blue,Welterweight,26.0,31.0,Orthodox,Orthodox,187.96,187.96,190.5,190.5,170.0,170.0,0,2,1,1,4,3
2909,Mark Munoz,Roan Carneiro,Jerin Valel,2015-02-28,"Los Angeles, California, USA",Blue,Middleweight,37.0,36.0,Orthodox,Orthodox,182.88,180.34,180.34,193.04,170.0,185.0,0,1,8,5,2,3
2910,Roman Salazar,Norifumi Yamamoto,John McCarthy,2015-02-28,"Los Angeles, California, USA",Draw,Bantamweight,27.0,37.0,Orthodox,Southpaw,170.18,162.56,,167.64,135.0,135.0,0,0,0,1,0,3
2911,Tony Ferguson,Gleison Tibau,Herb Dean,2015-02-28,"Los Angeles, California, USA",Red,Lightweight,31.0,31.0,Orthodox,Southpaw,180.34,177.8,193.04,180.34,155.0,155.0,3,0,7,1,16,8
2912,Ronda Rousey,Cat Zingano,John McCarthy,2015-02-28,"Los Angeles, California, USA",Red,WomenBantamweight,28.0,32.0,Orthodox,Southpaw,170.18,167.64,167.64,172.72,145.0,135.0,4,2,4,0,2,0
2913,Raquel Pennington,Holly Holm,Herb Dean,2015-02-28,"Los Angeles, California, USA",Blue,WomenBantamweight,26.0,33.0,Orthodox,Southpaw,170.18,172.72,170.18,175.26,135.0,135.0,1,0,2,1,0,0
2914,James Krause,Valmir Lazaro,John McCarthy,2015-02-28,"Los Angeles, California, USA",Blue,Lightweight,28.0,29.0,Orthodox,Orthodox,187.96,182.88,185.42,185.42,155.0,170.0,1,0,2,2,0,1
